variable_id,mz,rt,QC_001,QC_002,QC_003,QC_004,QC_005,QC_006,MT_001,MT_002,MT_003,MT_004,MT_005,MT_006,MT_007,MT_008,MT_009,MT_010,MT_011,MT_012,QC_008,MT_013,MT_014,MT_015,MT_016,MT_017,MT_018,MT_019,MT_020,MT_021,QC_009,MT_022,MT_023,MT_024,MT_025,MT_026,MT_027,QC_010,WT_001,MT_028,MT_029,MT_030,MT_031,MT_032,MT_033,MT_034,QC_011,WT_002,MT_035,MT_036,MT_037,MT_038,MT_039,MT_040,MT_041,MT_042,MT_043,MT_044,MT_045,QC_012,MT_046,MT_047,MT_048,MT_049,MT_050,MT_051,MT_052,MT_053,MT_054,MT_055,QC_013,MT_056,MT_057,MT_058,MT_059,MT_060,MT_061,MT_062,MT_063,MT_064,QC_014,MT_065,MT_066,MT_067,MT_068,MT_069,MT_070,MT_071,MT_072,QC_015,MT_073,MT_074,MT_075,MT_076,MT_077,MT_078,MT_079,MT_080,MT_081,MT_082,QC_016,MT_083,MT_084,MT_085,MT_086,MT_087,MT_088,MT_089,MT_090,MT_091,MT_092,MT_093,MT_094,MT_095,QC_017,MT_096,MT_097,MT_098,MT_099,MT_100,MT_101,MT_102,MT_103,MT_104,MT_105,MT_106,QC_018,MT_107,MT_108,MT_109,MT_110,MT_111,MT_112,MT_113,QC_019,MT_114,MT_115,MT_116,MT_117,MT_118,MT_119,MT_120,MT_121,QC_020,MT_122,MT_123,MT_124,MT_125,MT_126,WT_003,MT_127,MT_128,MT_129,MT_130,QC_021,MT_131,MT_132,MT_133,MT_134,MT_135,MT_136,MT_137,MT_139,MT_140,QC_022,MT_141,MT_142,MT_138,MT_143,MT_144,MT_145,MT_146,QC_023,MT_147,MT_148,MT_149,MT_150,MT_151,MT_152,MT_153,QC_024,WT_004,MT_154,MT_155,MT_156,MT_157,MT_158,MT_159,MT_160,MT_161,MT_162,MT_163,QC_025,MT_164,MT_165,MT_166,WT_005,MT_167,MT_168,MT_169,MT_170,MT_171,MT_172,MT_173,MT_174,QC_026,MT_175,MT_176,MT_177,MT_178,WT_006,MT_179,MT_180,MT_181,MT_182,MT_183,MT_184,MT_185,QC_027,MT_186,MT_187,MT_188,MT_189,MT_190,MT_191,QC_028,MT_192,MT_193,MT_194,MT_195,MT_196,MT_197,MT_198,MT_199,QC_029,WT_007,MT_200,MT_201,MT_202,MT_203,MT_204,MT_205,MT_206,QC_030
Met_pos_2541,645.399353,14.30736367,103245,95845,100315,76366,109813,101648,25820,19318,13203,17323,33190,34749,29713,59407,36249,38789,24309,22184,94396,25745,43707,47570,33852,24817,20204,28656,34455,23741,98295,31116,44990,80606,74542,33487,44736,85062,11863,30452,NA,28141,75940,23925,40649,19745,83680,18879,25617,12480,27424,25323,45037,37328,29907,14851,51148,77889,19008,70494,2051,NA,NA,13318,27726,12981,13066,27103,34193,24782,101558,NA,22042,18248,28039,51610,63892,29953,22591,12092,88636,19234,25088,NA,9049,NA,NA,23837,30742,87689,NA,NA,NA,NA,29753,18460,52770,30855,NA,53955,106265,15905,10263,18096,NA,31238,33875,NA,NA,9875,85566,NA,16537,NA,98235,NA,NA,53187,46525,19330,22441,NA,27948,38029,19369,31507,103820,19178,49411,34709,21237,11687,9196,15350,90273,NA,18111,13564,NA,26724,38323,51219,32438,79873,17715,14637,NA,NA,NA,13814,7433,NA,27884,NA,83916,45194,68121,43086,11564,61495,9885,13958,15514,40567,100403,NA,NA,20697,NA,NA,48315,47383,85676,18377,13519,19248,36003,NA,38928,11746,102246,10680,NA,NA,15360,19915,NA,43323,16395,NA,NA,NA,91902,41209,13707,NA,18702,NA,14186,NA,NA,NA,NA,NA,13940,97507,20719,NA,32507,19499,NA,15836,10265,10522,13944,19002,NA,NA,NA,NA,20396,29502,NA,NA,NA,116221,46008,NA,13305,NA,19998,19707,36329,20873,103981,10998,NA,31869,NA,63184,58289,NA,NA,107389
Met_pos_2543,300.2895508,12.14758105,NA,NA,NA,NA,7246,11107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6519,5545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11770,NA,NA,NA,NA,NA,NA,NA,4923,NA,NA,7721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5926,NA,NA,NA,NA,NA,NA,NA,9770,NA,4560,NA,NA,NA,NA,NA,NA,NA,NA,NA,8259,5251,NA,NA,NA,NA,NA,NA,NA,NA,NA,8415,NA,NA,NA,NA,NA,NA,NA,NA,6808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5287,NA,NA,NA,10723,NA,NA,NA,4822,NA,NA,NA,3234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Met_pos_2545,553.3274536,17.55159806,1186,60261,67415,63760,2362,54724,18575,793,94,261,310,3077,17374,10238,310,883,95,10307,3422,226,14558,243,13771,1055,804,959,2311,8328,64860,12430,161,541,328,1173,1099,66057,34175,248,275,1052,346,76,16072,366,792,645,702,1187,9572,1155,1318,1573,3415,4644,463,5629,467,1927,165,315,35172,1481,34409,36191,191,459,15933,31081,56601,28075,369,22047,104,24161,1531,28001,417,13720,52347,52,25843,32310,21453,219,20402,22232,16308,1344,293,530,20517,773,1232,24185,429,1161,1204,22771,1728,1542,30949,17375,439,48,22764,73,23754,13202,4347,16818,26,20443,52359,639,17616,156,629,911,562,1137,22685,13807,179,27296,3190,86,390,417,309,NA,811,9121,102,17653,7574,13251,231,332,574,12007,472,45899,369,13710,16187,1260,1411,180,6650,7384,745,16292,505,983,8047,11341,15421,17055,1561,20315,206,1051,43967,161,1850,941,9288,453,730,308,40545,1346,703,39,436,718,1416,200,1805,703,1539,348,317,1208,382,9747,2058,468,36,813,543,906,139,709,1781,13825,1480,911,101,338,19420,19015,8703,1343,9682,2249,2272,267,2230,10546,288,996,431,939,8630,17727,1396,7419,4915,688,437,320,730,350,1465,437,5124,4344,9605,505,73,4931,20391,720,116,4139,124,5539,99,329,43,23788
Met_pos_2546,354.1182556,6.473253417,15255,20652,18031,17068,23796,28849,1936,3253,2484,4707,586,258,3248,3094,3671,9444,1712,10303,22974,4957,5601,5772,8858,5143,4091,3397,8724,745,19616,10353,16125,10989,8550,6474,11178,21205,3465,5252,5674,456,10741,7241,3604,4938,10025,3869,3155,3700,6567,16003,5399,6856,7142,240,365,2107,1466,14212,12797,5183,5415,7813,3498,1208,2880,5910,677,4636,6987,2483,5265,3391,1123,1223,3176,2877,3080,2051,7658,2096,3104,2144,909,1612,3108,3473,3542,4000,476,2469,4826,3985,844,1298,606,2101,1952,2058,10608,934,957,151,1384,256,546,479,181,492,977,1941,1823,1433,13577,394,6163,330,106,1166,1550,704,101,NA,235,959,12585,117,285,257,38,217,422,903,11566,94,1985,3170,2054,1786,2649,2455,2371,9270,371,1164,1496,2620,4644,1587,3091,2290,2325,2347,14259,3763,1138,369,720,3463,3427,1112,1304,553,12047,2968,6070,3975,5395,6752,145,1920,12285,362,4269,6282,806,6375,1009,5109,10279,6320,572,4675,1621,5106,5517,2928,10804,5281,1022,9601,13276,7961,11734,8784,4414,7366,1139,7342,5876,3187,2989,5517,10247,14081,7535,13125,2783,142,292,7139,3462,3360,3631,10072,8095,7200,24234,9256,9255,3153,2704,3932,1833,21262,9263,8480,2789,251,3488,6705,4412,6189,27693,3887,2734,5294,5358,4485,8785,1556,13896,13729
Met_pos_2548,347.257019,15.79884065,NA,2255,5760,NA,NA,NA,NA,1736,6199,1377,8051,2384,NA,NA,3624,2685,NA,1397,4481,3636,1863,NA,5781,4236,2191,NA,2575,4123,NA,2370,NA,302,NA,592,NA,NA,NA,7134,1968,NA,3077,1423,1711,4166,12027,6004,NA,7233,1246,380,1707,5590,NA,2758,1683,5004,3967,16174,3670,6089,NA,NA,270,1406,5787,838,1813,1243,NA,1414,5501,1441,3238,5004,3583,1576,4006,NA,13803,NA,NA,NA,2503,6399,1466,NA,NA,11338,2331,5144,4264,3673,3253,NA,6838,4189,876,5358,9361,1116,NA,12226,NA,1743,206,759,2184,6085,2964,2945,NA,311,16636,1902,4762,5011,3067,995,1749,1897,1787,3592,NA,2983,NA,414,NA,2872,1289,695,3967,1089,10018,3228,5378,3699,NA,NA,1941,2148,2843,NA,4120,2854,NA,NA,856,785,936,6607,NA,4624,NA,4484,1288,1840,1797,NA,5195,3090,NA,1627,NA,5935,33,2429,662,1901,NA,4079,NA,NA,NA,3442,3235,55,264,1392,9709,363,2201,1813,NA,NA,3089,NA,2150,NA,NA,304,11696,1521,5914,NA,2932,3590,7061,3436,NA,2084,NA,3373,2460,6563,2331,883,NA,1854,1817,2499,3374,2642,2788,1443,963,6241,11470,5135,6215,3017,1899,653,2167,NA,168,1244,270,304,5751,1700,851,936,6349,NA,1211,1343,618,5432,3138,2235,4931,NA
Met_pos_2549,450.3789368,10.57383388,534861,559692,516123,617654,565336,552210,268185,1905,1311,385,204121,205174,410,238585,223185,281843,1034,275,1750,260822,175886,210845,1899,1222,195173,210332,194586,250052,587473,237628,190650,168574,163084,198518,164659,574721,118609,171554,201248,244234,192373,251836,196045,196763,571395,125849,192507,205155,202639,2941,227861,1178,214256,739,68770,71097,62951,621325,163017,184544,2478,1010,408,385,117056,148277,418,137682,568778,160836,145893,184533,144529,131763,155174,172595,238,188842,562429,156920,182927,172790,174705,205,81,169425,151137,549778,193971,126904,128890,193444,172524,54443,423,59905,140083,470,591199,170616,139410,99574,792,454,54416,31892,504,45293,950,33759,63,45201,578737,47459,158,59195,295,200,54983,44588,604,950,481,62,496160,57410,62721,644,38183,65434,45690,657,556605,41326,1352,345,114113,98846,60317,64839,51006,1494,59582,60728,485,162452,196251,117241,177737,219895,183755,158153,576922,485,152793,221151,368,190774,421,180029,196849,181039,575281,164692,175492,156842,771,185724,235174,172471,596364,649,214514,452,206424,212217,156336,214149,614343,122902,1400,184269,154407,160465,163138,776,171991,55,153625,125691,594894,517,329,620,107037,181745,131784,172391,280524,169811,279505,135012,165042,592009,136821,160051,158572,733,133318,184411,206709,523,878,171995,149557,165944,617903,1558,141174,160568,186336,163439,1234,637810,179038,190773,155612,176273,183584,183262,200636,977,751780,985,219327,231339,179557,74738,93965,852,82308,797307
Met_pos_2550,689.2452393,16.20651275,168551,180911,213452,209471,200680,199926,75197,1368,2103,6280,49584,17550,123897,658,490,5989,11620,3750,202742,2285,10722,899,11355,682,281,1931,413,64281,224582,94234,7100,9164,10373,437,4509,3632,108232,420,18997,15050,15809,15463,46847,9072,240054,57555,736,59325,5383,220,25279,12590,3392,676,26694,11410,44072,103956,NA,11128,223,11991,4588,3943,33532,282,1286,3310,213772,164,14415,348905,148316,159057,223,60232,1402,121846,197882,357632,156415,122560,31240,15412,457,207823,47235,196410,148521,18287,630,220,964,96283,149920,44404,138,29932,216518,23080,326572,291965,143064,53909,1546,33452,21248,128054,3393,65280,72152,24281,82742,23988,46057,111414,152072,50721,65102,28950,65381,1149,8506,137138,197735,2213,131591,187482,1233,889,142202,123099,218382,87635,50147,129875,1094,337,32485,160102,94709,202645,105669,115080,80766,99243,95,16617,96,13976,34463,449,191968,687,28785,52552,80176,14394,65933,47394,66646,111835,224538,46701,10422,13200,20678,67209,287,136025,201283,1774,7946,13924,56699,3321,67672,225,189406,9990,5946,3296,87644,14385,1461,47488,12367,62108,20991,2856,80790,3740,25790,14644,120033,11488,1869,117,2918,20982,11277,53,4286,235020,240,1207,42109,22649,19326,35206,5692,761,93092,27376,14432,4951,199841,970,7230,5342,2283,39192,550,205166,206,876,20786,1095,2123,585,16460,23370,239411,1825,4933,5425,47783,11372,1509,65966,232,199023
Met_pos_2553,317.210968,12.64547528,50178,246575,256662,255835,239172,255421,34848,49154,26058,45805,96311,20038,23754,16789,174871,54037,116043,20836,243636,25527,103723,32133,39704,26188,77111,104025,10312,28566,195176,23008,29686,70803,57984,32887,19217,252883,16211,22897,14982,26869,89586,23847,24097,68536,229251,11170,15492,76364,21021,7863,14626,74936,18961,13182,77058,89032,87930,246472,103904,122769,50802,3375,3239,6136,34611,4928,23391,6056,209680,73218,62518,57203,7560,84360,7402,5432,6397,56656,188390,6482,7542,6902,4882,44688,4872,6410,51020,189187,48675,8149,6556,6425,65497,7924,7165,8107,9210,13943,104465,7364,8053,70942,10120,56100,8831,4186,35494,54443,88420,62545,92874,46482,176413,4179,4996,6961,105266,8141,94062,98298,5653,77401,95240,66122,153714,81445,10517,101970,6173,100472,6473,73778,56111,33012,58296,47237,7694,9691,6826,82065,61012,59113,5821,4181,73627,5460,50950,5487,63554,10570,78139,8986,212493,87299,14724,76728,7154,7612,58596,4677,8023,10164,222078,41401,8738,38995,8667,9029,21284,92945,59457,56402,17313,55843,7258,7522,81870,118261,210392,10091,10413,9293,83743,106885,102890,146304,8154,10081,8810,9045,228099,5824,10859,8043,58578,11717,14124,60869,8944,5851,6170,17155,6375,156434,62367,5143,54573,26700,5950,11900,10398,7976,8591,8648,10036,10989,240299,7037,7958,179376,150321,6232,11253,274278,86742,7780,8719,9094,17722,15161,8922,67921,254971,8617,21813,11219,11739,18934,17078,56984,11565,270148
Met_pos_2554,342.1408081,1.923339766,1623,NA,NA,NA,1812,NA,1727,NA,1336,572,685,NA,1525,NA,851,1468,603,747,NA,708,NA,1192,NA,710,948,NA,NA,1298,NA,713,546,NA,931,364,960,NA,443,1114,NA,354,564,NA,345,1610,NA,953,1205,1384,NA,309,NA,764,365,584,NA,123,NA,1433,742,NA,825,1028,1010,456,467,951,724,NA,NA,929,565,802,NA,805,655,610,NA,863,NA,1232,628,NA,603,NA,864,750,1451,NA,1087,NA,NA,794,756,355,649,NA,392,NA,1095,780,561,NA,1031,833,554,930,536,616,935,NA,1000,NA,1757,440,657,1555,75,590,NA,800,614,703,583,695,NA,622,169,983,NA,530,92,NA,NA,NA,686,1123,1025,984,601,NA,NA,NA,38,NA,NA,NA,393,495,238,725,NA,1212,NA,331,NA,1172,1405,916,572,684,399,647,NA,NA,639,450,746,540,1512,1851,783,NA,726,1217,NA,NA,1106,NA,1456,2419,1671,3378,NA,NA,NA,1581,3170,1259,NA,613,NA,1224,972,1461,818,NA,658,NA,358,NA,1064,685,1221,NA,861,NA,1359,356,NA,640,NA,744,NA,NA,NA,NA,2578,1029,909,644,NA,896,928,NA,1537,334,608,NA,1329,638,1001,640,2974,1510,1135,848,854,2447,1404,1455,827,3678
Met_pos_2555,418.2202148,13.18359784,1369,3762,6468,6854,4470,4702,7178,502,3334,217,582,44,4783,2420,1021,1086,7176,63,1951,2515,4339,147,334,2702,7129,1625,5810,4525,9479,6352,503,2274,1600,5453,5676,1130,1305,4049,4581,308,702,5358,114,820,8935,2220,5195,6465,2436,1099,5978,2071,2020,1754,219,2617,1036,8274,1114,791,NA,450,114,201,390,7024,4318,6249,7424,4873,3921,268,53,504,3442,554,220,484,8875,381,853,515,636,4038,2855,1821,356,1406,3287,1388,221,2231,443,4152,680,528,1945,5472,6858,250,857,113,420,519,1222,2583,1422,638,2199,3760,2253,2950,3467,768,231,520,457,60,1262,319,1260,1624,47,810,8792,98,3125,446,475,472,1292,543,4997,367,2276,738,22,4377,171,541,1303,445,1398,2255,4603,2341,2250,1142,173,3118,891,266,6978,6726,148,344,920,1289,1541,205,6484,58,8677,956,5233,903,4781,3485,4171,1035,310,1437,2666,299,887,77,4976,150,7433,199,237,637,2727,688,137,827,925,1919,1080,202,7764,88,416,1318,499,4504,228,319,235,4643,3077,7357,5541,7853,1342,1199,6438,122,37,593,1552,931,364,684,1142,879,12839,2802,990,1922,53,1194,290,5715,1381,694,2407,514,5530,3560,123,5965,15584,3828,1614,1024,6745,1050,863,5093,59,1173
Met_pos_2559,595.1654663,5.947513546,6382892,27458705,6511095,28224514,26756405,27907726,4414132,10484836,2095704,8185961,2159936,2313403,10285178,2877548,9522476,2637336,3643,3103,28498528,13216367,9671017,74101,10832943,10377666,10333639,7589233,6289277,1752993,27851828,2039143,15244524,11107577,2653076,9640219,2026763,25497365,1885902,8321460,1859506,10520034,9245187,5325360,10825035,9204540,28064127,7367287,9058981,11953772,7608035,7722473,50777,8591670,9761898,5687083,5879445,1891883,4747882,6279910,20546577,13034023,1636503,6699506,1612244,1534475,1774978,5632459,1743852,1777375,26437365,2441080,2433970,1052678,1108395,1141734,11054432,13342187,11810222,2237663,6998892,15529471,2249932,8442872,2426691,2020518,1974234,5488739,1740099,24334497,5823105,1557816,7011835,1821532,1841270,1373481,1190363,4064523,1931630,1848502,6661760,4696627,1959787,2004432,7651736,7145879,788824,3201698,11787,868008,4315256,1177762,1162384,1207136,26148798,7480699,1786873,2097126,7147722,1658715,1956809,7018330,5762844,1768,1820280,5287539,6916935,1172942,3902834,1250369,4686098,8289459,1685935,1721501,6858520,1654924,1622955,1121453,1278544,2254919,2018048,8526191,7498732,6758193,1027641,1224339,3615983,1398039,39971,1888840,2258024,2329426,2113996,1794160,26214413,34571,1464634,1380753,1257166,4299105,953687,24397,4880827,1444140,6856819,1250255,4701325,1940528,9406686,673911,900830,766471,6971120,1287649,1698538,2307626,2121790,13322938,1383481,2311913,7075984,1902744,2052648,1522009,7431525,9314651,11274513,2154682,2767080,1893964,7148178,66667,26007109,1786282,1785562,1646992,985855,1430317,2453527,1660462,6122928,1568129,1558223,41865,1451123,6675531,1100810,4910399,3203206,745410,1371332,2176996,1645840,1917990,1852289,44319,2802536,52285,7724791,9480918,2627361,1965853,3602,891800,1179672,34829703,2236745,5515043,1221970,1936812,1656745,1741300,1182331,7941079,8359656,1232008,1959254,2101894,8138283,7974738,1618749,1612246,2075220,8009948
Met_pos_256,709.3643799,9.93612619,13222,4827,15569,14587,3941,4357,6870,4809,5317,5261,4480,6545,5127,5976,8213,8092,2542,2580,4661,6294,2490,7217,2407,9505,3091,1303,6446,702,4054,3019,2099,5656,8058,1248,1794,17264,3912,8645,1480,5923,7074,2628,1955,1858,14302,603,4626,4279,5500,4614,3531,2409,1228,4755,8213,1224,5131,18379,8796,2620,3260,481,941,516,3648,647,1252,NA,4231,1526,3091,1360,372,5785,812,1328,3227,1125,2123,118,3927,4936,3463,367,2634,4653,3424,14140,2682,4304,2746,2731,2287,2603,1519,1027,1712,2812,12359,2480,4101,845,2555,5044,1821,1672,296,4637,1530,175,918,1857,11807,797,4136,3529,6138,2293,875,1104,1745,6322,6742,4393,5145,2032,4539,5830,3918,4388,583,1187,4411,5447,755,4624,4016,1147,1034,1956,1401,3601,676,1765,287,2188,1290,5160,4342,8745,6223,528,18748,8055,1278,809,1802,1707,5624,1504,6668,839,5804,4462,447,4168,8148,3714,2469,4846,14249,5410,8481,3143,7295,1033,14064,3027,22560,1581,4728,1235,4022,4850,3590,6470,4593,NA,532,1898,3249,2917,4093,4101,1102,4255,4728,3171,3088,6538,3343,3304,2095,4249,4614,4305,7560,3208,2573,4501,1870,10028,1349,6143,1900,1751,24107,6087,13005,8545,9781,1006,996,23218,14909,5484,10042,490,1597,738,4803,2753,5421,1480,5463,1573,1315,1929,5840,1380,3692,22271
Met_pos_2560,479.0788269,7.73269264,16830,NA,14666,24716,28634,19233,3601,17370,NA,11537,NA,6949,8768,13377,NA,4092,8593,NA,37065,9882,12587,NA,NA,13199,11488,10270,12040,NA,NA,3925,15944,NA,11400,14719,19295,37037,8484,12055,5945,11453,NA,NA,12205,11978,15856,NA,17222,NA,NA,13727,NA,14739,NA,11638,NA,NA,7376,35233,NA,8137,12181,11787,11863,13208,NA,NA,NA,NA,33906,6410,8168,22434,NA,11859,NA,NA,5863,NA,45185,NA,NA,NA,9451,7157,10174,5146,NA,NA,NA,8899,5536,NA,2692,9923,NA,11707,NA,12121,27958,5015,NA,17651,9209,NA,5612,4595,5107,6888,7137,10302,2499,NA,36493,11852,11193,7114,14483,NA,NA,5034,8911,NA,6545,12906,28396,NA,5708,NA,6205,7534,2749,NA,45366,6455,NA,9222,7529,10185,4975,7073,NA,32567,NA,2061,354,NA,4460,11130,10916,NA,15185,4275,NA,15432,2486,9865,7004,2540,5039,3951,4387,NA,50776,10535,5338,NA,6572,13417,17289,16846,NA,15422,12421,NA,5590,9141,NA,NA,13029,NA,19058,NA,10911,16601,NA,14488,NA,7264,NA,7903,NA,NA,11241,3049,NA,14264,16579,NA,5418,12929,9250,NA,NA,NA,13941,NA,8458,11035,NA,NA,14684,NA,12519,NA,5786,4392,13234,11861,4323,3360,NA,6058,7993,NA,8352,NA,2556,NA,6495,NA,13328,NA,33936,NA,NA,NA,NA,NA,NA,NA,2630,30532
Met_pos_2562,736.3175049,6.951203537,18185,21074,2638,27291,18573,19365,3419,734,8077,7531,2241,636,1743,383,9758,6451,2157,1479,1602,7074,415,8086,12304,6819,9545,4392,6341,424,5284,6840,41,11210,2252,7767,1556,21319,689,5035,1279,8802,1575,6831,5973,6971,2938,4119,8458,13976,3243,6391,2683,2314,285,2046,1322,3801,41,21539,23361,13428,1112,7365,10396,1760,1427,7149,2111,8412,2193,7583,876,2713,1406,3499,8032,5914,NA,197,1345,885,NA,76,1237,9668,86,2509,6232,4270,6703,5020,2675,2558,4050,3144,6210,2054,5277,559,3560,364,4565,5816,5147,6620,NA,163,1858,380,3171,5229,195,10045,4986,6829,4769,3485,3246,1258,7259,685,11047,11279,15078,6445,23612,505,2085,6225,691,5714,6571,3612,1448,8251,8004,900,645,5558,2046,171,10023,18928,3378,3173,2722,1152,222,1069,121,9225,66,4630,22678,3394,3912,4610,4892,950,118,1640,271,7784,23842,335,3268,990,1072,5571,645,4954,1956,9672,6892,822,475,8250,196,8145,4818,6491,1113,1664,5780,1715,4427,2465,3083,5916,3031,2738,16264,7029,1836,232,233,577,3455,951,8217,2183,4238,7713,278,1822,1003,166,1119,4190,5878,5905,8362,10322,5012,18930,1234,294,14897,14624,10932,10516,163,6037,867,25675,668,513,5907,6788,7517,9716,6844,7338,25511,8146,1900,1041,10518,6116,3329,15685,6228,1330
Met_pos_2564,646.4312744,17.78098422,6905,424,6183,2845,5095,NA,2494,916,575,NA,NA,2775,297,95,4648,786,6148,1136,1890,NA,2011,132,1148,NA,1432,136,984,1186,5528,134,3158,145,988,1864,62,17741,208,203,1548,219,3138,NA,258,99,9200,NA,2922,NA,595,2413,77,318,936,1217,1021,290,373,3499,327,48,NA,238,2342,579,151,1942,2399,65,NA,1060,292,1387,265,2373,4178,443,215,NA,3662,864,1340,78,NA,337,100,81,1513,3414,NA,646,477,NA,112,NA,262,903,665,209,4771,274,NA,NA,NA,1406,NA,293,1634,324,1838,748,1567,1682,3668,726,1467,187,3390,949,344,284,2935,786,2725,1334,11603,4118,NA,143,4102,302,1004,455,2097,926,338,NA,118,2117,2339,348,1165,9769,1541,NA,NA,272,892,643,1841,2624,769,962,9314,152,1625,72,1321,579,45,148,NA,24,1048,1251,256,448,221,893,372,1097,2234,415,161,2274,897,320,265,1271,3967,NA,102,1160,NA,35,1617,1012,NA,NA,154,1191,269,461,342,NA,603,89,1833,537,386,2381,318,3231,131,39,602,773,49,652,NA,586,102,77,778,238,1167,NA,9075,155,978,289,1261,1254,611,821,606,1814,942,1163,2269,183,NA,308,5696,402,1113,NA,2813,646,374,809,1631,8471
Met_pos_2565,292.2272034,13.03434929,8267,5253,1457,20447,18069,1045,10612,317,1388,300,1626,1105,2073,1425,2000,4518,1834,704,4169,2280,4364,3739,2081,1516,172,1712,1095,2082,25,2042,1639,874,2328,3288,1953,16688,1386,153,6094,1807,165,1180,306,1323,2084,605,3529,1410,1263,47,28,1287,571,1599,693,653,3722,76,727,757,761,363,408,1111,330,860,2156,970,10175,233,1124,1034,195,1225,889,4299,1938,670,1940,1662,1709,156,419,282,NA,106,447,1331,1269,1665,2478,132,880,945,NA,148,2338,170,1070,125,1499,240,712,269,220,252,224,251,137,1043,141,167,3191,589,2450,59,804,930,1481,481,141,38,476,901,3393,235,134,381,739,530,903,408,3331,267,21,386,540,112,3107,1185,96,3371,212,2091,911,83,232,821,1652,34,1012,421,6980,942,97,65,344,59,291,888,984,1167,4763,1779,184,954,3257,261,1273,318,168,994,2773,746,2865,219,167,1471,567,134,10619,909,1818,2887,1665,1978,1431,65,280,909,933,321,378,486,262,870,440,2880,431,1829,461,830,465,252,3340,1687,1413,76,722,1870,2189,2143,517,519,1031,1051,6110,356,52,3056,489,943,2165,5515,240,1248,598,949,745,762,2533,1572,4513,10596,1126,115,1040,89,431,4527,279,5683
Met_pos_2566,253.1434631,7.849467959,14044,16149,17249,15761,42311,15529,32534,4706,28863,30553,6622,37378,10914,8846,8746,4170,4962,1647,20303,6880,6463,5871,8643,36063,2631,1672,3087,3831,41253,34760,12152,41548,1398,6115,7449,15798,3267,3777,1055,6491,7254,522,4801,5388,16281,11852,335,8078,3926,744,1122,11208,5092,8694,8074,14760,39133,85623,52758,1629,3053,513,5017,36283,310,9839,3375,5766,9842,1974,72,2999,15909,11511,1132,23953,10100,2053,9391,27495,2955,30885,682,2061,2019,16667,648,7609,15811,3658,1074,14,11315,1208,2357,900,112,9330,36900,323,3536,4874,1309,5018,1797,1820,20814,16977,24463,22399,4810,1123,13885,295,1013,34399,2574,1186,2636,27030,2694,1953,18269,649,13316,2225,1963,3800,24721,25369,22143,1413,35156,5035,28680,28403,27651,25986,49480,4613,1031,12280,2539,30108,3871,2757,39267,858,35037,3607,3368,27482,10891,1511,33974,25236,3563,20712,2554,3105,24330,15950,14422,7205,224,1386,3938,206,2530,4635,9582,13076,101870,14241,16408,5705,43078,6491,10272,425,112,4896,5369,32890,17572,105088,6808,1214,20976,17185,18340,2835,5289,1955,13592,2720,13899,139,4838,4423,2926,12092,2369,15819,9705,4020,9357,11700,23444,47958,28953,1101,2098,3220,16180,35354,15987,778,2189,26876,40474,417,2513,16959,26022,11482,2854,5605,5234,18850,32140,26268,18194,2190,278,1039,3026,30039,37566,18226,2277,18637
